propertyid,transdate,transvalue,transdate_previous,transvalue_previous,bathroomcnt,bedroomcnt,builtyear,finishedsquarefeet,lotsizesquarefeet,storycnt,latitude,longitude,usecode,censustract,viewtypeid
48710729,10/13/2005,375000,,,2,3,1947,2120,4000,2,47669742,-122400904,9,3200,
48710837,9/21/2005,356500,4/27/1999,191000,1.5,3,1953,1120,7000,1,47502154,-122226186,9,26002,3
48710841,11/29/2005,349950,8/15/1997,154000,2,4,1930,1600,6000,2,47502138,-122227238,9,26002,2
48710841,11/29/2005,349950,5/10/2004,285000,2,4,1930,1600,6000,2,47502138,-122227238,9,26002,2
48710929,10/28/2005,295000,5/24/2002,225000,1.75,5,1930,1400,5145,2,47500237,-122226570,9,26002,
48710929,10/28/2005,295000,7/3/2002,260000,1.75,5,1930,1400,5145,2,47500237,-122226570,9,26002,
48710945,9/22/2005,190100,12/5/1996,114680,1,3,1927,1310,4500,2,47499494,-122225991,9,26002,
48711117,10/31/2005,195000,,,0.75,3,1943,1000,3000,1,47496389,-122224631,9,26002,
48711317,10/27/2005,350000,,,2.5,3,1998,1620,4878,2,47493491,-122223425,9,26002,
48711441,11/29/2005,276000,9/26/1990,68000,1.5,4,1913,1670,5100,2,47553662,-122287435,9,10300,
48712165,9/30/2005,340500,,,1.75,6,1964,2440,8424,1,47460153,-122326708,9,28000,2
48712341,11/8/2005,250000,,,1,2,1948,850,7059,1,47461243,-122349465,9,27900,
48712433,9/29/2005,140000,8/19/1992,90000,1,1,1920,750,7560,1,47461013,-122344154,9,27900,
48712561,12/30/2005,40000,2/17/1989,84500,,,,,620294,,47232604,-121992374,9,31202,8
48712813,11/3/2005,305000,,,1.75,3,1986,2090,54014,2,47322566,-122120289,9,31601,
48712861,9/21/2005,235500,10/21/1999,149900,,,,,107157,,47321932,-121866685,9,31501,2
48712969,9/23/2005,440000,,,1.75,4,1973,2500,108900,1,47402815,-122104888,9,31800,
48713225,10/20/2005,300000,11/1/1999,183000,1,3,1955,1050,10346,1,47498668,-122360985,9,26700,
48713297,9/21/2005,332000,4/25/1996,161000,2.25,3,1976,1720,7800,1,47498132,-122362794,9,26700,
48713533,9/2/2005,950000,11/10/1993,140000,2.5,3,1995,3400,300564,2,47489712,-121720586,9,32800,
48713533,9/2/2005,950000,5/11/2001,700000,2.5,3,1995,3400,300564,2,47489712,-121720586,9,32800,
48713649,10/3/2005,1700000,,,2.25,3,1992,3420,8712,2,47575050,-122109741,9,23402,3
48713817,10/20/2005,285000,,,1.5,3,1954,1190,9823,1,47470631,-122338531,9,27900,
48713821,9/14/2005,261500,,,1.75,3,1953,1260,9141,1,47471356,-122338526,9,27900,
48713825,9/20/2005,370000,1/18/1994,100000,1,2,1941,930,4960,1,47667661,-122368372,9,4700,
48713825,9/20/2005,370000,4/16/2001,251000,1,2,1941,930,4960,1,47667661,-122368372,9,4700,
48714269,11/18/2005,293000,8/28/2002,199000,1.75,4,1913,1490,3800,1,47555342,-122269626,9,10200,
48714281,9/21/2005,520000,11/17/1998,249950,2.5,3,1995,1760,3519,2,47555340,-122267946,9,10200,
48714281,9/21/2005,520000,5/20/2002,315000,2.5,3,1995,1760,3519,2,47555340,-122267946,9,10200,
48714433,10/14/2005,465000,,,2,3,1912,2030,4800,2,47685735,-122379254,9,3000,
48714769,10/27/2005,625000,1/9/2002,450000,2.5,3,2000,2570,14113,2,47682433,-122170543,9,22604,
48714997,9/30/2005,478500,10/28/1999,282500,1.75,3,1949,1740,10000,1,47689399,-122187988,9,22500,
48715137,11/8/2005,496000,6/20/1996,199921,1.75,3,1958,2590,17000,1,47675682,-122160639,9,22606,
48715141,10/20/2005,380000,10/15/1993,150000,1,3,1963,1590,9652,1,47676603,-122161602,9,22606,
48715141,10/20/2005,380000,3/31/1997,180000,1,3,1963,1590,9652,1,47676603,-122161602,9,22606,
48715149,11/29/2005,453000,,,1.75,3,1940,1860,18150,1,47676725,-122163375,9,22606,
48715189,11/18/2005,579950,1/31/2002,460000,1,5,1920,2740,13392,2,47681943,-122185674,9,22500,
48715209,9/15/2005,490000,3/15/1994,179000,2.25,3,1989,1690,6160,2,47685327,-122172407,9,22604,
48715209,9/15/2005,490000,5/24/2002,308500,2.25,3,1989,1690,6160,2,47685327,-122172407,9,22604,
48715417,9/30/2005,835000,,,1,2,1914,2000,16128,1,47675794,-122193747,9,22500,
48715645,10/21/2005,924000,,,3.75,4,2003,3950,15183,2,47604744,-122053596,9,32203,
48715689,11/10/2005,420000,1/27/2005,320000,2,3,1950,1330,7127,1,47668506,-122173723,9,22703,
48715841,11/4/2005,799000,11/6/2002,740000,2.75,5,1995,3730,25570,2,47632976,-122175409,9,23700,
48715841,11/4/2005,799000,3/26/2004,648800,2.75,5,1995,3730,25570,2,47632976,-122175409,9,23700,
48715913,12/28/2005,485000,2/28/1997,187000,1,2,1948,1210,8990,1,47693072,-122209690,9,22400,
48715913,12/28/2005,485000,5/9/2003,375000,1,2,1948,1210,8990,1,47693072,-122209690,9,22400,
48715969,12/7/2005,755000,9/8/1998,239900,2.5,3,1999,2730,8491,2,47692462,-122203888,9,22400,
48715969,12/7/2005,755000,7/3/2001,585000,2.5,3,1999,2730,8491,2,47692462,-122203888,9,22400,
48715969,12/7/2005,755000,10/22/2004,739000,2.5,3,1999,2730,8491,2,47692462,-122203888,9,22400,
48716033,10/19/2005,540200,12/2/1994,65259,2,3,1940,1580,7262,1,47690178,-122204325,9,22400,
48716033,10/19/2005,540200,1/19/1996,165000,2,3,1940,1580,7262,1,47690178,-122204325,9,22400,
48716033,10/19/2005,540200,8/28/2003,329950,2,3,1940,1580,7262,1,47690178,-122204325,9,22400,
48716245,11/10/2005,669000,1/28/2000,450000,2.5,3,1993,2690,8254,2,47688451,-122200889,9,22400,
48716245,11/10/2005,669000,5/2/2002,477500,2.5,3,1993,2690,8254,2,47688451,-122200889,9,22400,
48716325,9/7/2005,920000,8/27/1993,385000,2.5,3,1993,3330,8791,2,47687282,-122206054,9,22400,3
48716337,12/21/2005,540000,,,1,3,1965,980,6931,1,47686033,-122205366,9,22400,
48716397,9/27/2005,543000,10/18/1993,130000,1,2,1919,760,7408,1,47684198,-122204936,9,22400,
48716397,9/27/2005,543000,6/29/1999,289900,1,2,1919,760,7408,1,47684198,-122204936,9,22400,
48716397,9/27/2005,543000,11/26/2002,352000,1,2,1919,760,7408,1,47684198,-122204936,9,22400,
48716405,9/12/2005,630000,,,1.5,2,1948,1670,10726,1,47685584,-122204873,9,22400,
48716777,11/16/2005,735000,,,3.5,4,1996,2730,8758,2,47683728,-122190922,9,22500,3
48717053,11/23/2005,760000,4/9/1997,235000,2.75,5,1979,2040,6600,2,47596824,-122292326,9,8900,3
48717089,10/4/2005,525000,5/24/1991,150000,1,2,1953,1000,4920,1,47594276,-122290610,9,8900,3
48717393,10/12/2005,1355000,11/2/1998,173000,3.5,4,2003,3190,5040,2,47592812,-122290002,9,8900,3
48717397,12/14/2005,760000,5/4/1990,291000,2.25,5,1930,2380,5250,2,47592439,-122289558,9,8900,3
48717673,12/14/2005,422000,1/20/1988,83000,1,2,1930,870,3060,1,47675725,-122329327,9,3600,
48717881,11/17/2005,555000,4/19/1996,173000,2.5,3,1912,2170,4590,2,47673071,-122333265,9,3600,
48717881,11/17/2005,555000,1/13/2003,388500,2.5,3,1912,2170,4590,2,47673071,-122333265,9,3600,
48717997,10/28/2005,495000,3/19/1997,189000,1,3,1952,1480,10260,1,47624452,-122192440,9,24000,
48718121,9/30/2005,575000,,,2,6,1960,2160,21000,1,47708937,-122226721,9,22203,3
48718185,9/30/2005,231000,,,1,4,1967,1200,12960,1,47362800,-122103481,9,31702,
48718297,10/25/2005,839950,,,2.5,4,1998,3720,7883,1,47623548,-122144777,9,23201,
48719449,11/18/2005,280000,,,1.75,4,1966,2440,8670,1,47361911,-122287527,9,29801,
48719453,10/31/2005,270000,,,1.75,4,1965,2030,9801,1,47361967,-122286194,9,29801,
48719541,11/2/2005,246000,,,2,4,1972,1670,9558,1,47359961,-122280249,9,29801,
48719965,12/30/2005,345000,8/29/1990,156000,1.75,4,1979,2330,7455,1,47363263,-122278326,9,29801,
48720069,10/7/2005,288500,,,1,3,1962,1450,11200,1,47342996,-122284154,9,29802,
48720117,9/14/2005,1285000,,,3.5,4,2000,4520,25504,2,47628749,-122005615,9,32209,
48720313,11/18/2005,270000,,,1.75,5,1963,2090,7708,1,47340279,-122278956,9,29802,
48720861,11/16/2005,459950,,,3,5,1967,2480,10800,2,47634719,-122101972,9,22902,
48721081,12/21/2005,227900,,,1,2,1916,820,19787,1,47216789,-121990789,9,31400,8
48721381,9/19/2005,338810,,,2.75,4,1995,2230,7719,2,47307343,-122328201,9,30303,
48721409,11/1/2005,343000,,,2.75,4,1996,2230,6928,2,47307290,-122327625,9,30303,
48721693,9/22/2005,367000,9/23/1999,233950,2.5,3,1990,2560,7447,2,47292500,-122346913,9,30310,
48722041,11/18/2005,307000,,,1,2,1949,1020,128066,1,47395886,-122491752,9,27702,
48722361,11/18/2005,790000,4/5/1995,83500,2.5,3,1996,3730,217535,2,47396920,-121980223,9,32003,
48723009,11/17/2005,235000,8/29/2000,319000,1.75,4,1964,1950,7793,1,47741978,-122358124,9,20900,
48723393,11/8/2005,370000,,,1.75,3,1978,2740,7350,1,47441154,-122129930,9,31908,
48723517,9/9/2005,326000,1/4/1994,158000,2.75,4,1977,2540,9900,1,47441385,-122130025,9,31908,
48723565,10/13/2005,339950,,,1.75,3,1977,1580,8904,1,47442439,-122132009,9,31908,
48723593,11/1/2005,317950,8/18/2004,254950,1.5,4,1977,1930,9100,1,47439950,-122131964,9,31908,
48723977,10/20/2005,365100,8/24/1999,229950,2.5,4,1999,2260,5760,2,47364090,-122174274,9,29502,
48724077,10/20/2005,1490000,3/11/2003,1050000,2.75,2,1958,2660,9103,1,47639746,-122284549,9,6300,
48724421,12/16/2005,486000,3/24/2003,363500,2.5,3,1983,2510,31460,2,47652694,-122032782,9,32314,
48724617,12/14/2005,380000,,,2.5,4,1997,2916,8535,2,47403570,-122212209,9,29204,
48725165,9/22/2005,1300000,3/1/1995,377500,2.5,3,1906,3140,5610,3,47627423,-122313221,9,6500,
48725569,12/28/2005,659900,3/27/1998,339000,1,3,1927,1540,2800,2,47627039,-122306550,9,6400,
48725753,9/16/2005,562000,,,1.5,3,1920,1610,3936,2,47631958,-122306871,9,6400,
48725853,11/14/2005,416000,,,1.5,4,1926,1630,4200,2,47622876,-122302804,9,7600,
48725857,10/25/2005,491000,,,1,3,1914,1720,4200,2,47622438,-122302811,9,7600,
48725997,12/21/2005,222500,3/25/2002,133000,1,2,1910,930,4120,1,47485590,-122198967,9,25300,
48726033,11/23/2005,293000,,,2.5,4,1999,1270,4508,2,47487357,-122197627,9,25300,
48726725,11/1/2005,625000,,,1.75,3,1948,2300,4950,2,47641372,-122404969,9,5600,8
48726777,10/31/2005,750000,,,1.5,3,1930,2210,5323,2,47640068,-122404926,9,5600,3
48727149,11/17/2005,1249500,1/31/1997,580000,3.25,4,1928,3290,6300,2,47646136,-122411634,9,5600,3
48727289,9/22/2005,485000,1/10/1997,187500,1,3,1942,1160,6784,1,47645325,-122401922,9,5600,
48727737,11/22/2005,375000,11/1/1993,139500,2.25,4,1958,2160,11388,1,47766239,-122293643,9,20402,
48727737,11/22/2005,375000,11/29/2004,355450,2.25,4,1958,2160,11388,1,47766239,-122293643,9,20402,
48728033,10/3/2005,435000,7/19/1996,179000,1.75,3,1968,2310,20000,1,47442050,-122151686,9,31909,
48728113,9/29/2005,304100,,,2,4,1967,1800,18000,1,47440649,-122145991,9,31909,
48728325,11/15/2005,355500,,,2.25,4,1983,2330,7965,2,47441282,-122141541,9,31909,
48728669,11/18/2005,370000,4/6/2000,234500,2.5,5,1996,2300,6578,2,47331279,-122188409,9,29602,
48728809,10/21/2005,395000,10/26/2000,260000,1.75,3,1980,2250,7182,1,47716796,-122210684,9,22202,
48729225,9/22/2005,205785,,,2,,1996,1100,9999,1,47311014,-122013788,9,31603,
48729509,10/7/2005,925000,,,2.75,4,1983,4950,207318,1,47390979,-122132102,9,31800,8
48729681,10/6/2005,398500,8/30/1999,260500,2.5,3,1991,1720,45374,2,47462574,-121711129,9,32702,8
48730153,10/31/2005,255000,8/16/1995,104950,2,3,1959,1400,9194,1,47456643,-122180951,9,25804,
48730265,12/28/2005,280000,6/5/1997,132000,1.5,3,1967,1250,7278,1,47453497,-122174896,9,25803,
48730385,10/4/2005,279000,,,1.5,3,1963,1480,8722,1,47454594,-122185651,9,25803,8
48730413,9/20/2005,255000,8/22/1996,130000,1.75,3,1966,1310,7738,1,47455560,-122182612,9,25803,
48730585,10/21/2005,280000,10/26/1998,148900,1.75,4,1966,1800,8154,1,47452884,-122176449,9,25803,
48730585,10/21/2005,280000,11/28/2001,190200,1.75,4,1966,1800,8154,1,47452884,-122176449,9,25803,
48730641,11/10/2005,265000,11/2/1993,112000,1.75,3,1966,1040,8366,1,47453454,-122172073,9,25804,
48730641,11/10/2005,265000,1/31/2000,159950,1.75,3,1966,1040,8366,1,47453454,-122172073,9,25804,
48730669,12/16/2005,272000,4/22/2004,210000,1,4,1967,1290,7792,1,47452916,-122170166,9,25804,
48731113,9/16/2005,590000,,,2,4,1952,2020,7700,1,47623311,-122207356,9,24000,
48731761,11/22/2005,273000,6/28/2004,180000,1,2,1937,1090,10007,2,47472747,-122353731,9,27900,
48732001,9/23/2005,311500,12/20/2002,229000,1.5,4,1962,2690,7700,1,47459877,-122171993,9,25804,
48732057,10/31/2005,231000,,,1,3,1958,920,8314,1,47452189,-122177078,9,25803,
48732777,9/7/2005,151000,7/26/1995,74000,1.75,3,1980,950,30362,2,47710836,-121315339,9,32800,
48732973,11/16/2005,290000,10/18/1991,134500,2.5,3,1977,1580,7350,1,47375636,-122276635,9,29100,2
48733857,12/30/2005,435000,12/13/1996,255000,2.5,4,1989,2670,8365,2,47775405,-122164374,9,21802,
48733857,12/30/2005,435000,10/25/2000,370000,2.5,4,1989,2670,8365,2,47775405,-122164374,9,21802,
48733953,11/7/2005,229950,11/1/1993,97500,1,3,1967,970,6600,1,47482674,-122332128,9,27400,
48733953,11/7/2005,229950,2/25/2003,165000,1,3,1967,970,6600,1,47482674,-122332128,9,27400,
48734149,11/23/2005,267000,3/11/1996,135000,1.75,3,1942,1500,6621,1,47487389,-122329494,9,27400,
48734149,11/23/2005,267000,1/30/1998,134075,1.75,3,1942,1500,6621,1,47487389,-122329494,9,27400,
48734149,11/23/2005,267000,7/14/2003,210000,1.75,3,1942,1500,6621,1,47487389,-122329494,9,27400,
48734489,11/9/2005,359000,,,3,5,2004,2060,8200,1,47493185,-122331522,9,27000,
48734521,10/21/2005,249950,1/18/1990,69950,0.75,1,1948,850,15448,1,47493748,-122324312,9,27000,
48734737,9/30/2005,194950,4/19/1996,99900,1,3,1959,1160,7452,1,47287337,-122220278,9,30802,
48734737,9/30/2005,194950,11/9/2001,140000,1,3,1959,1160,7452,1,47287337,-122220278,9,30802,
48735061,11/15/2005,333000,6/29/2001,199950,1,2,1951,960,5001,1,47723195,-122289826,9,100,
48735077,9/20/2005,286000,10/15/2002,236500,1.5,2,1997,1800,1365,2,47722345,-122290114,9,100,
48735133,9/16/2005,345200,2/28/2002,225000,1,4,1949,1340,6126,2,47722756,-122289342,9,100,
48735593,11/17/2005,794000,,,1.75,3,1962,1330,4600,1,47720769,-122280609,9,100,3
48736005,11/4/2005,807000,1/14/1993,69500,3,4,1994,4420,43200,2,47384933,-122023155,9,32009,
48736321,12/7/2005,250000,,,1.5,3,1963,1510,13700,1,47459181,-122069139,9,31904,
48737041,10/28/2005,389950,,,1,2,1916,880,4329,1,47572394,-122387696,9,9800,
48737049,9/22/2005,380000,,,1.75,4,1974,1780,4329,1,47572504,-122388491,9,9800,
48737073,11/15/2005,395000,1/12/1989,104500,1.75,4,1980,1890,8505,1,47679640,-122115079,9,32324,2
48737289,12/8/2005,300000,,,2.5,3,1998,1540,1438,3,47585921,-122313116,9,9400,
48737761,9/29/2005,415000,1/12/1995,151500,1.75,3,1986,1630,8214,1,47520010,-122378358,9,11600,
48737761,9/29/2005,415000,5/31/1996,164900,1.75,3,1986,1630,8214,1,47520010,-122378358,9,11600,
48737761,9/29/2005,415000,1/23/2001,231500,1.75,3,1986,1630,8214,1,47520010,-122378358,9,11600,
48737761,9/29/2005,415000,11/29/2001,266800,1.75,3,1986,1630,8214,1,47520010,-122378358,9,11600,
48737761,9/29/2005,415000,2/7/2005,335000,1.75,3,1986,1630,8214,1,47520010,-122378358,9,11600,
48737933,10/27/2005,480000,5/26/2004,355000,2.25,3,1976,2390,8375,1,47679393,-122109410,9,32325,2
48738265,12/2/2005,580000,,,2.5,4,1989,5020,22970,1,47372044,-122129390,9,31702,
48738325,10/20/2005,534950,,,1.75,4,1961,2310,16300,1,47433716,-122339980,9,28600,3
48738437,12/14/2005,499000,5/8/1998,230000,1,3,1927,1400,3315,2,47663712,-122289858,9,4200,
48739301,9/6/2005,250000,,,1,3,1975,1010,12632,1,47478236,-122147035,9,25600,4
48739501,9/2/2005,660000,,,2.25,3,1987,2270,227383,2,47476369,-121779525,9,32704,2
48739601,9/29/2005,410000,5/8/2002,267840,2.5,4,1990,1860,33150,2,47484452,-121767957,9,32704,8
48739953,9/29/2005,269500,12/20/1991,82500,1,3,1925,1120,28314,1,47569348,-121888093,9,32601,2
48740473,9/26/2005,192500,5/14/1997,45000,,,,,15000,,47358362,-122028433,9,31602,
48740473,9/26/2005,192500,12/3/1999,140800,,,,,15000,,47358362,-122028433,9,31602,
48740633,11/22/2005,378560,,,2,3,1947,1600,6376,1,47698808,-122353662,9,1700,
48740841,10/12/2005,314000,9/24/1991,75000,1,4,1924,1080,6095,2,47696141,-122346252,9,1800,
48740921,9/9/2005,260000,,,1,2,1979,950,29725,2,47424060,-122436505,9,27701,
48741185,10/3/2005,229500,12/11/2000,142900,1,3,1950,1330,13805,1,47362394,-122054959,9,32008,
48741269,10/25/2005,264500,11/20/2001,190000,1.75,3,1984,1460,7320,1,47361910,-122051262,9,32008,
48741373,11/9/2005,214500,10/25/2000,158000,1.75,3,1980,1140,9391,1,47358686,-122053451,9,32008,
48741401,9/26/2005,275000,,,2.25,3,1983,1450,7930,1,47358654,-122049733,9,32008,
48741537,9/19/2005,265000,11/24/1997,146000,2.25,3,1987,1640,8125,2,47363999,-122050609,9,32008,
48741537,9/19/2005,265000,2/9/2001,198000,2.25,3,1987,1640,8125,2,47363999,-122050609,9,32008,
48741593,9/27/2005,266950,2/27/1998,153450,1,3,1984,1680,7500,1,47362525,-122044740,9,32008,
48741593,9/27/2005,266950,6/26/2002,201950,1,3,1984,1680,7500,1,47362525,-122044740,9,32008,
48741901,11/8/2005,254338,,,1.75,3,1983,1470,8100,1,47361066,-122047317,9,32008,
48742301,9/27/2005,330000,,,,,,,436730,,47765902,-121917949,9,32401,
48742321,10/26/2005,139950,,,,,,,403801,,47762676,-121907371,9,32401,
48742329,12/1/2005,525000,1/21/1998,299950,2.5,4,1997,2270,86694,2,47770692,-121920957,9,32401,
48742329,12/1/2005,525000,8/12/1999,345000,2.5,4,1997,2270,86694,2,47770692,-121920957,9,32401,
48742409,11/1/2005,900000,,,2.5,4,1953,4070,13980,1,47621266,-122209092,9,24000,8
48742797,10/24/2005,295000,9/1/1999,182500,2.25,4,1963,2100,9477,1,47420129,-122203332,9,29305,
48742921,10/25/2005,335000,2/6/1998,194950,2.25,3,1995,1890,5595,2,47746242,-121979719,9,32401,2
48742921,10/25/2005,335000,11/15/2002,250400,2.25,3,1995,1890,5595,2,47746242,-121979719,9,32401,2
48742977,9/14/2005,251230,,,1,2,1943,800,7000,1,47711754,-122314778,9,1200,
48743417,11/29/2005,455000,,,1.75,5,1965,2190,10710,1,47621177,-122141541,9,23201,
48743585,11/1/2005,1500000,,,1.75,3,1947,2580,4950,1,47568173,-122410057,9,9701,3
48743609,11/23/2005,380000,7/18/2001,226000,1,2,1904,770,3000,1,47567159,-122408980,9,9701,
48743889,12/15/2005,284000,1/17/1992,124600,2.25,4,1992,1800,7958,2,47212856,-121979697,9,31400,
48744025,12/23/2005,350000,7/10/1995,123500,1.75,3,1943,1060,7842,1,47700888,-122299876,9,2100,
48744565,10/4/2005,369500,,,1.75,4,1965,2110,8370,1,47499750,-122361311,9,26700,8
48745513,12/29/2005,315000,2/9/2005,247000,1,4,1947,1450,5405,2,47566069,-122292528,9,10100,
48745685,10/25/2005,307000,1/3/1994,147500,1.5,3,1953,1430,9100,1,47752508,-122351888,9,20700,
48745685,10/25/2005,307000,7/29/2004,250000,1.5,3,1953,1430,9100,1,47752508,-122351888,9,20700,
48746705,9/27/2005,430000,1/17/2003,275000,1.75,3,1990,1460,3000,1,47682001,-122364733,9,2900,
48747137,10/12/2005,1500000,3/31/1999,400000,3.5,4,2001,4560,218236,2,47655312,-122039740,9,32314,
48747137,10/12/2005,1500000,2/4/2000,300000,3.5,4,2001,4560,218236,2,47655312,-122039740,9,32314,
48747417,10/20/2005,395000,7/6/1989,128000,2.75,5,1977,2400,48787,1,47747006,-122044956,9,32311,
48747773,12/8/2005,446200,,,2.5,4,1980,2140,34848,2,47755304,-122093203,9,32307,
48748461,11/1/2005,277950,4/27/1999,153900,1.75,4,1977,1510,10953,1,47374551,-122193004,9,29502,
48748481,12/27/2005,528900,7/22/1999,355000,2.25,4,1988,3360,10810,2,47331557,-122202519,9,29602,4
48748481,12/27/2005,528900,5/13/2003,410000,2.25,4,1988,3360,10810,2,47331557,-122202519,9,29602,4
48748489,9/20/2005,415000,4/25/1996,191800,2.25,3,1988,2030,10170,1,47333335,-122202106,9,29602,
48748505,9/8/2005,449950,6/26/1992,265000,2.25,4,1989,2940,11220,2,47332367,-122200346,9,29602,
48748537,9/22/2005,373000,1/31/1995,187900,2.5,3,1992,2130,7800,2,47329326,-122203525,9,29602,
48748537,9/22/2005,373000,6/30/1999,224950,2.5,3,1992,2130,7800,2,47329326,-122203525,9,29602,
48748637,12/7/2005,287000,,,1.5,3,1952,1620,9821,1,47470748,-122342983,9,27900,
48750217,11/17/2005,381500,5/28/1999,225950,2,3,1926,1380,4069,2,47556078,-122276205,9,10300,
48750245,9/15/2005,320000,,,1,2,1946,1510,5127,1,47555671,-122278249,9,10300,
48750253,9/7/2005,451000,12/4/2002,250000,1.75,3,1931,1710,4354,2,47556080,-122278882,9,10300,
48750885,12/8/2005,217000,2/17/1998,92900,1,2,1919,1000,8520,1,47304417,-122207239,9,30600,
48751121,9/20/2005,202000,9/20/2002,125000,1,2,1930,820,4099,1,47507607,-122338781,9,26801,
48751729,10/7/2005,260000,10/31/2001,190000,1.75,3,1976,1530,9860,1,47483357,-122316781,9,27400,
48751805,9/21/2005,280000,,,1,3,1936,1040,17010,2,47485102,-122318748,9,27400,
48752401,11/30/2005,3000000,,,3.25,4,2000,6330,13296,2,47648934,-122200653,9,22701,3
48752561,12/1/2005,2000000,,,3.25,4,2003,4720,173746,2,47744546,-122200299,9,22001,
48752725,12/15/2005,750000,9/9/1997,102000,4.5,4,1998,3890,43403,1,47740743,-122057821,9,32311,
48752989,9/16/2005,565000,,,2.25,4,1971,2460,18034,2,47642294,-122169459,9,23700,
48753305,12/1/2005,1205000,,,3.5,4,1923,3480,4850,2,47630824,-122355868,9,7000,3
48753785,9/19/2005,539920,6/30/1994,215000,2.75,4,1981,2600,7350,2,47699817,-122167782,9,22603,
48753785,9/19/2005,539920,9/30/1998,210000,2.75,4,1981,2600,7350,2,47699817,-122167782,9,22603,
48753885,10/3/2005,507000,,,2.25,4,1976,3370,9775,2,47768900,-122222841,9,21803,
48754053,10/31/2005,435000,,,1.75,5,1977,2750,7775,1,47489749,-122224621,9,26002,3
48754649,10/21/2005,294000,,,1.75,3,1954,1510,10400,1,47472596,-122328845,9,27400,2
48754885,12/12/2005,258500,8/23/1993,117350,1,4,1969,1340,7400,2,47394791,-122175056,9,29406,
48755381,12/5/2005,288500,7/9/1993,119800,1,3,1968,1390,8250,1,47743827,-122074797,9,32311,
48755945,11/10/2005,440000,,,1,2,1942,980,14760,1,47559517,-122361871,9,9900,2
